id,ndvi1,1,2,3,4,5,6
"0",0.378031581640244,0.101768791675568,0.0954579338431358,0.106249034404755,0.235405087471008,0.26317772269249,0.172609522938728
"1",0.333917021751404,0.103141769766808,0.0954338312149048,0.109958469867706,0.220206007361412,0.270452082157135,0.179787516593933
"2",0.32115763425827,0.110801540315151,0.104683369398117,0.121761240065098,0.236970767378807,0.276979744434357,0.17908900976181
"3",0.130012884736061,0.13761068880558,0.132552355527878,0.138212859630585,0.179522559046745,0.21098056435585,0.207006186246872
"4",0.392114609479904,0.101768791675568,0.0939645171165466,0.105285540223122,0.241113767027855,0.265466034412384,0.160397261381149
"5",0.389684647321701,0.0919893532991409,0.0887375697493553,0.0990469306707382,0.225529313087463,0.210908308625221,0.143319368362427
"6",0.326432764530182,0.107814714312553,0.100058607757092,0.116775184869766,0.229961350560188,0.269609034061432,0.178799957036972
"7",0.187687009572983,0.172248214483261,0.16302278637886,0.183063417673111,0.267657965421677,0.267971098423004,0.214160099625587
"8",0.36702686548233,0.105791382491589,0.0977943986654282,0.109356291592121,0.236175879836082,0.260094553232193,0.161842480301857
"9",0.349298179149628,0.1054782345891,0.0967827215790749,0.104394301772118,0.216472491621971,0.257059574127197,0.16706945002079
"10",0.273966640233994,0.11887077242136,0.122628398239613,0.157795816659927,0.2768834233284,0.285145342350006,0.192842856049538
"11",0.272727310657501,0.121953949332237,0.116727001965046,0.135852307081223,0.237741559743881,0.307642877101898,0.23935541510582
"12",0.659876704216003,0.0832456722855568,0.0723100379109383,0.0571109503507614,0.278714060783386,0.158711150288582,0.0831493213772774
"13",0.646939873695374,0.0810537338256836,0.0746946856379509,0.0588452406227589,0.274498760700226,0.162372410297394,0.0831252336502075
"14",0.0650734230875969,0.132793217897415,0.131612956523895,0.147944137454033,0.168538764119148,0.213822886347771,0.196576371788979
"15",0.290864676237106,0.12014739215374,0.131058946251869,0.174825549125671,0.318241268396378,0.34637525677681,0.231575205922127
"16",0.347999274730682,0.111596405506134,0.106489911675453,0.124218143522739,0.256818681955338,0.269151359796524,0.17506642639637
"17",0.452722787857056,0.0910258665680885,0.0833179280161858,0.0867865011096001,0.230370864272118,0.1856889128685,0.121255405247211
"18",0.365283221006393,0.0935791209340096,0.0956265404820442,0.120267830789089,0.258697509765625,0.266477704048157,0.227287665009499
"19",0.379927814006805,0.0965177565813065,0.0984929278492928,0.111765027046204,0.248725354671478,0.239475831389427,0.175307303667068
"20",0.228085473179817,0.138429656624794,0.145944878458977,0.149750679731369,0.238247409462929,0.272210478782654,0.235694125294685
